# File Name: Plate7.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-06-18 08:28:39 AM UTC
# Run End Date/Time: 2021-06-18 09:29:26 AM UTC
# Run Duration: 60 minutes 46 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-06-29 01:58:54 PM UTC
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported By: guest
# Exported On: 2021-06-29 01:59:18 PM UTC
"Well","Well Position","Sample","Quantity","Target","Dye","Task","Reporter","Quencher","Amp Status","Cq","Cq Mean","Cq Confidence","Cq SD","Quantity Mean","Quantity SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","Y-Intercept","R2","Slope","Efficiency","Standard Deviation","Standard Error","Omit"
"1","A1","AA_0077","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.07032200928716355","true","3","39","","","","","","","","","","","false"
"2","A2","AA_0077","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.07032200928716355","true","3","39","","","","","","","","","","","false"
"3","A3","AA_0077","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.07032200928716355","true","3","39","","","","","","","","","","","false"
"4","A4","AA_0793","","Unknown","FAM","UNKNOWN","FAM","None","Amp","29.367602494912077","29.01445584140447","0.9736428941329796","0.5295033199387875","","","true","0.07032200928716355","true","3","26","","","","","","","","","","","false"
"5","A5","AA_0793","","Unknown","FAM","UNKNOWN","FAM","None","Amp","29.270131686614405","29.01445584140447","0.9600974034288237","0.5295033199387875","","","true","0.07032200928716355","true","3","26","","","","","","","","","","","false"
"6","A6","AA_0793","","Unknown","FAM","UNKNOWN","FAM","None","Amp","28.405633342686933","29.01445584140447","0.8746322004055199","0.5295033199387875","","","true","0.07032200928716355","true","3","25","","","","","","","","","","","false"
"7","A7","AA_0048","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.07032200928716355","true","3","39","","","","","","","","","","","false"
"8","A8","AA_0048","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.07032200928716355","true","3","39","","","","","","","","","","","false"
"9","A9","AA_0048","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.07032200928716355","true","3","39","","","","","","","","","","","false"
"10","A10","AA_0120","","Unknown","FAM","UNKNOWN","FAM","None","Amp","36.032318450318286","35.36763721875473","0.7019249663116219","0.5756545657611336","","","true","0.07032200928716355","true","3","32","","","","","","","","","","","false"
"11","A11","AA_0120","","Unknown","FAM","UNKNOWN","FAM","None","Amp","35.0405238763487","35.36763721875473","0.7807709074525888","0.5756545657611336","","","true","0.07032200928716355","true","3","31","","","","","","","","","","","false"
"12","A12","AA_0120","","Unknown","FAM","UNKNOWN","FAM","None","Amp","35.0300693295972","35.36763721875473","0.8695976239495554","0.5756545657611336","","","true","0.07032200928716355","true","3","32","","","","","","","","","","","false"
"13","B1","AA_0075","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.07032200928716355","true","3","39","","","","","","","","","","","false"
